Date,Close,High,Low,Open,Volume
1/3/2000,57.08812332,57.08812332,55.05805321,55.33487881,10823694
1/4/2000,55.15030289,56.34989172,54.56588832,56.10382201,8606279
1/5/2000,57.08812332,58.93364696,55.18108812,55.58094863,13318927
1/6/2000,56.10383224,58.53376611,55.8577625,58.07238632,8338607
1/7/2000,55.85777664,58.04164131,54.44287719,57.7032963,12402108
1/10/2000,58.07240677,58.74909686,56.78054209,57.70330201,8933363
1/11/2000,58.56452179,59.61031619,57.39569252,58.01086685,8235472
1/12/2000,58.81060028,60.0409452,58.19542586,58.87211576,7116775
1/13/2000,58.1954155,59.54879899,56.96506687,59.02589984,8880226
1/14/2000,58.87212372,60.68688753,57.82632902,59.51805793,11460604
1/18/2000,56.96508026,58.93363853,56.59597951,58.90287882,7995519
1/19/2000,58.81060028,60.0409452,55.45790262,56.87280183,9031687
1/20/2000,58.56452179,61.39431979,58.56452179,60.53307572,18601436
1/21/2000,59.79486084,60.53306599,59.02589207,59.97941115,8230660
1/24/2000,59.79486084,60.47155053,57.3649236,59.97941115,6798163
1/25/2000,58.62606812,58.81062248,57.08813344,57.45723823,7255997
1/26/2000,57.45719528,59.0258885,57.08809076,58.59526853,5120275
1/27/2000,55.85777664,58.28771113,54.93501681,58.07240102,8707532
1/28/2000,54.90424347,56.1961077,54.16603422,55.48865815,6976192
1/31/2000,55.24258041,55.51940983,53.95071637,54.81196038,6488024
2/1/2000,54.13529968,55.82702903,53.70467938,55.30412958,7640716
2/2/2000,55.85777664,56.99584658,54.31984228,55.11956721,8062254
2/3/2000,57.64176941,57.82631977,56.13459113,56.59597488,6499635
2/4/2000,56.90355301,58.28769231,56.50368871,58.16465744,5653944
2/7/2000,56.16532135,57.51870434,55.67318208,57.08808051,6045357
2/8/2000,58.53378296,58.62615524,57.24055926,57.61004838,5715658
2/9/2000,57.82563782,58.99569815,57.64088917,58.62620479,5621936
2/10/2000,58.68778229,58.68778229,57.5793062,57.9795877,4651144
2/11/2000,56.84031296,58.84173204,56.44002757,58.65698736,6013872
2/14/2000,57.17900848,57.33296499,56.4092338,57.1482164,4753024
2/15/2000,57.70246506,57.85641765,56.1013274,57.08664288,5415665
2/16/2000,57.02503586,57.79481425,56.77870709,57.39452902,4149377
2/17/2000,57.51767349,58.56456844,57.02501612,57.39450915,5478425
2/18/2000,55.42388916,57.11739806,54.93123174,56.77869314,8026376
2/22/2000,54.68491364,55.88576535,53.57643815,55.17757115,8006921
2/23/2000,53.57644272,54.43858952,53.45327833,54.43858952,7777324
2/24/2000,54.43859482,54.68492362,53.29932705,53.60723609,9531152
2/25/2000,53.2069397,54.13067048,51.69817522,54.13067048,10786561
2/28/2000,51.48265839,52.4679737,51.2055414,51.54424256,8869975
2/29/2000,50.62049866,52.00609502,49.72755589,52.00609502,10967205
3/1/2000,49.38885117,51.97529909,49.29647887,50.25100179,11304959
